"text","label"
"Fernando Torreshighly-anticipated switch to English champions Chelsea was completed just before Monday transfer window closed in a deal that his former team Liverpool said had broken the British record.
Chelsea's website reported that the Spain striker had signed a five-and-a-half-year contract, but did not disclose the fee -- which British media speculated would be about # 50 million -LRB- $80 million -RRB-.
However, it was still well short of the world-record $130 million that Spain's Real Madrid paid English club Manchester United for Cristiano Ronaldo in 2009.
In another deal confirmed late on Monday, Benfica said that Brazil defender David Luiz had joined Chelsea in a deal worth $34 million that saw Serbian midfielder Nemanja Matic sign for the Portuguese club.
 I am very happy with my transfer to Chelsea and I am looking forward very much to helping my new team-mates this season and for many years to come, 2010 World Cup winner Torres told the London side's website.
 Having played against Chelsea many times since coming to England, and in some very big games I will never forget, I know there are many great players here and I will work hard to win a place in the team. I hope I can score some important goals for the supporters to enjoy this season. 
The 26-year-old scored 65 goals in 102 Premier League appearances for Liverpool after joining from Atletico Madrid in 2007 in a # 20 million deal, netting 81 in 142 games in all competitions.
Torresmove followed the news that Liverpool had agreed a club-record fee for Newcastle's England striker Andy Carroll, who handed in a transfer request in the afternoon after the 18-time English champions made an improved bid.
Just before the 2300 GMT deadline, Liverpool confirmed that the 22-year-old had signed a contract until 2016. The fee was not disclosed but it reportedly surpassed the previous British record of # 33 million -LRB- $53 million -RRB- that Manchester City paid for Brazilian Robinho in 2008.
Will deadline-day spending buck the trend ?
Chelsea's billionaire owner Roman Abramovich has been relatively quiet in transfer market for the past two seasons, but has this time backed coach Carlo Ancelotti with two marquee signings as his club languish fourth in the table -- 10 points behind leaders Manchester United.
The London team also announced on Monday that the Chelsea FC plc made a loss of # 70.9 million -LRB- $113 million -RRB- for the year ended June 30, 2010.
 The reduction in operating losses and increased sales in 2009-10 shows that we are moving in the right direction especially when viewed against the difficult macroeconomic environment, chief executive Ron Gourlay told Chelsea's website.
 The club is in a strong position to meet the challenges of UEFA financial fair playinitiatives which will be relevant to the financial statements to be released in early 2013. 
Latest transfer rumors on Twitter
Carroll joined Uruguay World Cup striker Luis Suarez at Liverpool, with the 24-year-old completing his $36 million transfer from Dutch club Ajax earlier on Monday to become Kenny Dalglish's first major signing in his second stint as manager.
The 24-year-old has scored 111 goals in 159 games for the Amsterdam side.
Another high-profile striker on the move Monday was Tottenham's Robbie Keane, who has agreed a loan switch to London rivals West Ham until the end of this season.
The move is likely to become permanent should the Hammers, currently bottom of the EPL, avoid relegation to the second flight.
Blog: Who will be the best signing of the transfer window ?
Manager Avram Grant said after the 3-2 FA Cup win Nottingham Forest that he hoped the Republic of Ireland international would provide the spark to get the club away from the drop zone.
 He is not just a good player, he is a good character that we need in the next 14 games, the Israeli told the UK Press Association.
Tottenham, who face AC Milan in the last 16 of the Champions League next month, were linked with a bid for Atletico Madrid's Sergio Aguero.
But the Argentina striker has signed a new two-and-a-half-year contract extension with the Spanish side until 2014 and told the La Liga outfit's official website: I 'm staying here because I want to. 
Spurs manager Harry Redknapp would not confirm his interest in Aguero or other reported targets in Spain as he arrived for Monday's training session, but told Sky Sports that former England defender Jonathan Woodgate would not be leaving on loan.
Woodgate, who has returned to fitness after long-term injury, is needed as defensive cover after captain Michael Dawson was banned for three matches after being sent off in the 4-0 FA Cup defeat to Fulham, while French fellow center-back Younes Kaboul needs an operation, said Redknapp.
United States international midfielder Michael Bradley has joined English club Aston Villa from German side Borussia Monchengladbach on loan until the end of this season.
Villa boss Gerard Houllier told reporters: We 've got to prepare for the future and Michael is 23 and a very hard-working midfielder who can score goals. 
Villa allowed Irish midfielder Stephen Ireland to join Newcastle on loan for the rest of this season, almost six months after he arrived from Manchester City.
Houllier also said that the club had received no bids for England winger Ashley Young.
Turkey international striker Tuncay Sanli has moved from English Premier League side Stoke to Wolfsburg in a $7 million deal, the German club announced on their official website.
The Bundesliga side also announced the arrival of attacking midfielders Koo Ja-Cheoul of South Korea and Venezuelan Yohandry Orozco, plus Bayer Leverkusen's Germany international striker Patrick Helmes and Czech midfielder Jan Polak.
The 21-year-old Koo -- who scored five goals in six matches at the recent Asian Cup -- signed a three-and-a-half-year deal from Korean side Jeju United, while 19-year-old Orozco signed from Venezuela's Zulia FC until 2015.
Stoke also allowed former Chelsea and Barcelona striker Eidur Gudjohnsen to join English rivals Fulham on loan, with the Iceland international having failed to win a regular place since his pre-season move from Monaco.
German rivals Schalke signed Iran international midfielder Ali Karimi, who worked with coach Felix Magath when they were both at Bayern Munich, plus clubless Greece striker Angelos Charisteas -- who scored the winning goal in the final of Euro 2004.
Serie A leaders AC Milan confirmed on their website the signing of 34-year-old Italy defender Nicola Legrottaglie from league rivals Juventus, on a contract until June this year.
Italian champions Inter Milan have signed Japan leftback Yuto Nagamoto on loan from Cesena on loan for the rest of this season, with 20-year-old Italy international defender Davide Santon moving in the opposite direction.
The 24-year-old Nagamoto set up the only goal of the Asian Cup final against Australia on Saturday which sealed a record fourth title for the Blue Samurai.
Inter coach Leonardo has allowed Colombian defender Nelson Rivas to join Ukrainian side Dnipro Dnipropetrovsk on loan, with a view to a permanent deal.
Brazil-born Italy international striker Amauri has returned to Parma on loan from Italian rivals Juventus, who have replaced him with Cagliari's Alessandro Matri.
English club Birmingham City signed Nigeria international Obafemi Martins in a six-month loan deal from Russian side Rubin Kazan, after the former Newcastle striker was granted a work permit.
Portugal international striker Liedson has returned to the country of his birth after joining Brazilian club Corinthians from Sporting Lisbon in a $2.9 million deal.
The 32-year-old qualified for Portuguese nationality in 2009 and played for his adopted nation at last year's World Cup finals in South Africa.
Ecuador midfielder Jefferson Montero has swapped Spanish clubs after joining struggling Levante from Champions League hopefuls Villarreal on loan.
Dutch club Feyenoord have signed Denmark international striker Soren Larsen from French side Toulouse on loan for the rest of this season, along with Arsenal's new 18-year-old Japanese forward Ryo Miyaichi and Borussia Monchengladbach midfielder Marcel Meeuwis.
","B2"
"﻿Indignant waiters are calling for public support in a battle to hold on to their tips. PizzaExpress branches are to be targeted by protesters as part of an attempt to get the restaurant chain to stop creaming off a proportion of tips for staff that have been paid on credit and debit cards. Campaigners have also started an online petition in the hope that restaurant-goers will back their demands. 
In a policy that has outraged some employees, PizzaExpress keeps, as an admin fee, 8p out of every £1 paid when tips are given by card. The chain, which has 430 branches around the UK and is particularly popular with families, makes an estimated £1m a year from the practice, according to the union Unite. 
“We believe this 8% fee is unfair and that, if the chain values its staff, it should be paying them the total tips they are given by customers,” said Chantal Chegrinec, campaigns officer at Unite. “We are starting with PizzaExpress but they are by no means the only offender and we will be turning our attention to other companies after this.” 
The protests are being organized by local branches of Unite, with the first taking place at the British Museum branch of PizzaExpress in London. The union has also written to the restaurant chain’s CEO, Richard Hodgson. Unite began the campaign following a survey of its PizzaExpress members after the chain was sold to a Chinese private equity firm, Hony Capital, in 2014. One of the top issues was the 8% deduction from their tips. 
One disgruntled PizzaExpress employee, who wants to remain anonymous, said that the admin fee was costing her £3 a night. “I have worked at PizzaExpress for 15 years,” she said in a letter to Unite. “After all this time, I’m still only paid the national minimum wage of £6.50 an hour. So you see my colleagues and I are heavily reliant on customer tips to top up our low wages. I work hard and am good at my job but, when PizzaExpress thinks it can get away with taking a percentage of our hard-earned tips left on a card, I get upset.” 
PizzaExpress joins restaurant chains Ask and Zizzi in siphoning off 8% of the tips paid by card but other chains deduct even more. Café Rouge, Bella Italia and Belgo deduct 10%, as do Strada and Giraffe, which is owned by Tesco. 
A spokesperson for PizzaExpress said that its admin charge was to cover the cost of running a “tronc” – a standard pay arrangement used to distribute tips among staff. “We went to great lengths to set up this tronc system, which is chaired by a troncmaster and run by a committee of waiters and pizzaiolos who independently decide how tips made by electronic card payment are subsequently distributed between front- and back-of-house restaurant teams; a system run by employees for the employees,” she said. 
The chain, which sells 29m pizzas a year through its UK restaurants, denied that it profits from the admin fee. But other restaurant groups do not deduct an admin fee from tips. Wagamama, Pizza Hut and TGI Friday all take nothing. The Restaurant Group, which owns Frankie & Benny’s, Chiquitos and Garfunkels, used to charge 10% but dropped this policy several years ago. 
Unite recently targeted ten PizzaExpress restaurants in south London, distributing leaflets to customers who were “shocked and disgusted” by the practice. PizzaExpress says the charge is mentioned in small print at the bottom of its menus but the employee who wrote to Unite said that, when she mentioned the charge to customers, it always came as a surprise. Most would then pay the tip in cash. Almost 6,000 people have so far signed Unite’s online petition. 
One waiter, who doesn’t work for PizzaExpress but has worked for 11 years for another restaurant chain, said that at least a third of his income is from tips. He doesn’t want to be identified for fear of reprisals. “I work in a busy London branch and, on an average night, I’ll serve 150 people and take home £40 to £50 in tips,” he says. “That might sound like a lot but that money is crucial to me as my basic pay is only £6.50 an hour.” 
Conservative MP Andrew Percy, who has called for a change in the law that would give restaurant staff more control over tips, said he plans to raise the issue in parliament after the summer recess.”  
","B2"
"Each New Year's Day, the city of Pasadena in California hosts a celebration to welcome the year with a series of events that includes the Rose Parade. The parade takes place in the center of the city on Colorado Blvd, and features numerous floats, marching bands, equestrian teams, celebrities, and honorees. It is the most popular parade in the country. It has spawned several other New Year's Day parades throughout the country. In Miami, it's the Orange Bowl Parade; in New Orleans, it is the Sugar Bowl Parade; in Arizona, it's called the Fiesta Bowl Parade. However, the Rose Parade is the oldest and best parade. Many people like to camp out in tents or in sleeping bags the night before to get the best locations to view the Rose Parade.
 
To brave the cold weather, some people bring portable heaters to keep them warm. It can get into the low 40s at night in Pasadena during the winter, so many people dress warm for the occasion. Food is another big feature at the pre-parade celebration on New Year's Eve. People bring their portable grills to cook their favorite outdoor meals right on the sidewalk. The rich aroma of the grilling food fills the night air, and most people are willing to share their food with other overnight campers. It is fun to sample different dishes from other grillers.
As night turns into morning, there is still electricity in the air. People are excited about the start of the parade, which begins at 8 a.m. sharp. The floats are beautifully decorated in flowers, while the dancers and other performers dress in colorful costumes, some of which are made just for the parade. The marching bands come from nearby cities, high schools, and colleges. It is considered a great honor to participate in the Rose Parade.","B2"
"There may be no greater American than George Washington. Washington became the first United States President in 1789 with his unanimous victory in the first American election. He was also unanimously elected to a second term in 1793, the only president ever to garner 100 percent of the electoral votes. Washington was also the Commander-in-Chief of the First Continental Army that fought the British when the country was not yet established.
 
His epic ""Crossing of the Delaware"" river to recover New York City is still considered one of the greatest military moves in the history of warfare. At the time of the crossing, the British had taken Boston and New York. The Continental Army was on the run and disorganized, but Washington had a plan. He decided to take his troops across the Delaware River in the middle of winter. This was a move that many military minds thought impossible, but not Washington. The Americans were able to take New Jersey, and change the course of the war.
Another landmark moment for Washington was the winter at Valley Forge. In 1777, Washington led an army of more than 11,000 troops into Valley Forge in Pennsylvania, where the army suffered through a cold winter that claimed the lives of 3,000 men. When the spring arrived, instead of a demoralized, beaten group of soldiers, the army emerged battle ready, and able to continue the fight against the English in New York. The army was able to survive the fierce winter because of the training, and preparedness of Washington's officers. Washington earned the nickname, ""The Father of His Country,"" because of his military intelligence, and his concern for the people of the United States.","B2"
"To: Meena
From: Suki
Subject: What to do while we're away
Hi Meena,
Thank you so much for offering to house sit for us next week. I'm only sorry we won't get to catch up properly until we get back from our trip. Anyway, here's everything I won't have time to tell you on Saturday morning.
The alarm code is 7957. Don't forget to set it when you go out and remember to turn it off when you get back home as it is LOUD!
The rabbits need feeding once a day and under no circumstances should they be allowed out of their cage in the garden as the neighbour's cats have attacked them in the past.
Please can you use the washing machine in the daytime only as it's old and noisy and the neighbours complain otherwise?
Would you mind opening all the upstairs windows for an hour in the morning as the house gets damp at this time of year?
That's about it! You'll find everything you need in the house, and help yourself to anything in the fridge or cupboards. Feel free to call or text if you have any problems/questions.
See you briefly to hand over keys on Saturday morning and looking forward to a proper chat when we get back!
Thanks again!
Suki","B2"
"Two mothers in South Africa have discovered they are raising each other’s daughters after they were mistakenly switched at birth in a hospital in 2010. 
But, while one of the women wants to correct the error and reclaim her biological child, the other is refusing to give back the girl she has raised as her own, posing a huge legal dilemma. 
Henk Strydom, a lawyer for one of the mothers, who cannot be identiﬁed because of a court order, described the inadvertent swap as a travesty and tragedy that is unlikely to have a happy ending. 
Both mothers gave birth at the Tambo Memorial Hospital in Boksburg, east of Johannesburg, on the same day in 2010. “Nobody suspected anything,” Strydom said. 
But, in 2013, one of the mothers, who is 33 and unemployed, sued her ex-partner for maintenance for her daughter. Strydom continued: “The man denied he was the father. A DNA test was done and it was found it was not his baby and not her baby. She was devastated. She didn’t know what to do.” 
Eventually, she met the other mother and, since December 2013, they have been attending joint counselling sessions, arranged by the hospital. This has included meeting their biological daughters. 
Strydom said of his client: “She said there are resemblances to herself. She conveyed to me that it was traumatic. You can see it’s not easy for her. She has to care for a child that is not hers on her own while her child is with someone else.” 
The woman reportedly became unhappy with the process and approached the children’s court in a bid to gain custody of her biological child, but the other mother refused. Strydom agreed to represent the woman, who has one elder child, pro bono. 
“It’s a tragedy. She wants the baby back but it seems the other mother is reluctant. It’s four years later: you can understand she doesn’t want to give up her baby.” 
The High Court in Pretoria has appointed the University of Pretoria’s Centre for Child Law to investigate what will now be in the best interests of the children, which is the guiding principle under South African law. It must report back within 90 days. 
Strydom added: “Your guess is as good as mine what the court may decide. It’s a travesty. How do you rectify it after four years? The longer you wait, the more traumatic it will be. But, whatever happens, someone won’t be happy.” 
He said at this point, he and his client do not want to sue the hospital or government health department, which is currently helping with the case and providing counselling. 
The Centre for Child Law will now interview the mothers and fathers, as well as any other person with a “signiﬁcant relationship” with either of the girls. The children and mothers will undergo “full and thorough” clinical assessments and may be seen by a psychologist. 
Karabo Ngidi, a lawyer with the centre, said “What’s going to happen must be in the best interests of the children. Biology is an important aspect but not the only one.” 
The families are of Zulu ethnicity and so Zulu tradition, culture and customary law will be a factor, she added. It is also still possible the ex- partner of the mother taking legal action could be the biological father of the girl who was switched. 
It is not the ﬁrst child-swap case to come to light in South Africa. In 1995, two mothers were awarded damages after their sons, born in 1989, were accidentally switched at the Johannesburg hospital where they were born. 
In 2009, in Oregon in the United States, Dee Ann Angell and Kay Rene Reed discovered that they had been mistakenly mixed up at birth in 1953 when a nurse brought them back from bathing. In 2013, in Japan, a 60-year-old man swapped at birth from his rich parents to a poor family was given compensation. He grew up on welfare and became a truck driver, whereas his biological siblings – and the boy brought up in his place – attended private secondary schools and universities. 
Bruce Laing, a clinical psychologist in Johannesburg, said the long-term effects of a baby swap could be “profound”, “terrifying” and “incredibly traumatizing”. He told The Times of South Africa: “An increasingly complicated situation is that some resentment towards a child that is not yours might occur. The parents might always be thinking 'What if?'”
","B2"
"Thanksgiving is a holiday celebrated by many people in the United States and Canada. In the United States it is celebrated on the fourth Thursday in November and marks the start of the Christmas season. Some people celebrate Thanksgiving to remember the first harvest of the pilgrims and puritans, groups of people from England who immigrated to North America in the 1600s. Some people recreate the first Thanksgiving and dress up as pilgrims, puritans, and the Native Americans who are said to have helped the new arrivals find food to survive their first winter.
 
Most people, however, see Thanksgiving as one day a year to reflect upon what they are thankful for. Some families will sit together and take turns saying aloud what they are thankful for. An important part of Thanksgiving is families coming together. Extended family members often travel long distances to share the day with their loved ones. In the United States Thanksgiving is the busiest travel day of the year. People travel in planes, trains, buses, and cars to share a very special meal - Thanksgiving dinner.
What most Thanksgiving celebrations have in common is the food. On Thanksgiving many families prepare large, elaborate dinners to share with friends and loved ones. Many of these dinners use ingredients associated with the fall harvest, like cranberries, potatoes, sweet potatoes, corn, and blueberries. Roast turkey is the traditional meat served. It is so common that some people call Thanksgiving Day ""Turkey Day"". The turkey is usually served with gravy and stuffing. Pies are usually served for dessert. The most common pies served are sweet potato, apple, pecan, and pumpkin.
Thanksgiving is not just celebrated in the privacy of people's homes. Every year the President of the United States pardons a turkey, saving it from becoming someone's meal. In New York City, Macy's, a department store, holds a large parade with huge balloons of various cartoon characters floating down the street.","B2"
"﻿Robert Mysłajek stops dead. Between two paw prints on a muddy mountain track, the scientist finds what he is looking for. “Droppings!” he enthuses. Wolf sightings are so rare that the sighting of their faeces marks a good day, even for a seasoned tracker. 
But it is getting easier. There are now an estimated 1,500 wolves in Poland. The number has doubled in 15 years. Wolves are – along with the brown bear, the lynx and the wolverine – Europe’s last large predator carnivores. Conservationists from Britain, Germany and the Netherlands are beating a path here to find out how the country has saved this protected species, slandered even in fairy tales. 
Bits of bone and hair protrude from the precious black faeces. “It ate a red deer,” says the University of Warsaw biologist. “In my lab, I can tell you all about this wolf – not only its diet but its gender, sexual habits, age, state of health and family connections.” 
DNA tests have established that Polish wolves are travellers. “One wolf reached the Netherlands, where unfortunately it was hit by a car. They have a tremendous range. They need space. The average territory required by a Polish pack is 250 sq km,” said Mysłajek. 
“Is there any prospect of our ever being able to reintroduce wolves to Scotland?” asks student Alex Entwisle, 23, on a field trip to southern Poland from his college in the UK. The animal science students have spent the day observing droppings and paw prints in the spruce-clad Beskidy mountains of the Polish Carpathians. 
Their hot discussion topic is whether to reintroduce wolves to the British Isles for the first time since the 18th century. 
As the guest of a British charity, the Wolves and Humans Foundation, Mysłajek toured the Scottish Highlands in 2015 and took questions from villagers about the Polish experience. “The big difference between Scotland and Poland is that we eat pork. We do not have many sheep here. 
“The similarity is that we have a lot of animals – 300,000 red deer and more than 800,000 roe deer. In Poland, we also have a massive overpopulation of wild boar – about 200,000 – and these are ravaging farmers’ cereal crops. Here, wolves are part of the solution,” he says. 
The scientist, who is a familiar face on Polish television, says wolves are exceptional animals that are capable of moving up to 30km during a single hunt. “The Beskidy pack is a strong unit, eight or nine individuals. This year, we have recorded five cubs, two yearlings and two adults. 
“We track them using motion-activated cameras in the forest and by following their prints in the mud and snow. In each family group, only one pair reproduces, once a year. All pack members care for the young with solidarity and devotion.” 
Mys łajek, the son of a shepherd, is puzzled by wolves’ bad reputation. “Why does one speak of a 'lone-wolf gunman'? Why did we have to have Little Red Riding Hood?"" 
He is fascinated by these aloof canines who remained in the wild 33,000 years ago when others decided on a much more comfortable existence as domestic dogs. 
Wolves are not pooches. Mysłajek says only scientific arguments – the need to regenerate forests and control the wild animal population – can save Europe’s wild carnivores, especially the unpopular wolf. “Natural predators balance the ecosystem. They keep herbivores in check, thus allowing trees to grow tall for birds to nest in.” 
Shoot the deer? “It is only a partial solution,” he says. “In a diverse environment, you have the so-called 'landscape of fear', where herbivores no longer spend all day grazing on the tender riverside grass. They move away, as a precaution, to avoid being trapped by a predator. This gives the vegetation a chance.” 
The ban on wolf hunting in the western Carpathians came into force in 1995 and nationwide in Poland in 1998. There are now resident packs in virtually all the country’s major forests. The predators coexist with humans rather than being fenced off, as they are in African safari parks. 
The Polish government pays compensation for livestock killed by wolves. Mysłajek advises farmers on erecting electric fences. He has helped revive the use of two deterrents that, for reasons no one quite understands, wolves find particularly scary: red bunting (hung around sheep pens) and the bark of the fluffy white Tatra Mountain Sheepdog. 
The survival and mobility of Poland’s wolves has been helped by the country’s belated infrastructure development. In 1989, when the communists relinquished power, Poland had only one motorway. Major road projects – requiring wildlife impact studies – began after Poland joined the European Union in 2004. The country now has one of the highest densities in the world of overhead crossings and underpasses for wild animals. 
Attitudes have also changed. “For many years, hunting was cultural. In 1975, there were fewer than 100 wolves in Poland. Beginning in the 1950s, hunting wolves had been encouraged by the authorities. They paid a reward for killing a wolf worth a month’s salary. It was carnage.” 
Mysłajek says the improvement in Polish wolves’ survival chances has been considerable but remains fragile. Packs are mobile across borders and hunting still goes on in neighbouring Russia, Lithuania, Belarus, Ukraine and Slovakia. 
He claims Poland’s new government, elected in October 2015, is hostile to wolves. “The Environment Minister, Jan Szyszko, makes no secret of being a hunter. There are 120,000 licensed hunters in Poland and they are influential in parliament. 
“The hunters claim wolves are a pest and that there are 4,000 of them in Poland, which is a spurious figure based on an unscientific count. This government is capable of turning back the clock.” 
Being a wolf advocate is not easy. “It is not as if you can argue to the politicians that wolves are a big tourist attraction. Most tourists want to see the animals but wolves stay away from humans. They have a tremendously sensitive sense of smell.” 
The 12 British animal science students leave the Polish Carpathians without a wolf sighting; just photographs of paw prints and droppings. Entwisle is convinced that Scotland will never be able to match Poland’s success. 
“It would be amazing for the environment to have them back because of the problem of too many deer. But it would just not be viable because of the roads and sheep. 
“There would be problems with farmers. We had our industrial revolution too long ago. We ruined it for ourselves. In Britain, we like predators to be far away and to watch them on television, said Entwisle. 
","B2"
"""Look up in the sky! It's a bird; it's a plane. No. It's Superman!"" This is one of the most iconic lines in television history. It signaled the beginning of a new episode of The Adventures of Superman. The 1960s show is just one in a series of shows, plays, movies, and comic books that depict the ""Man of Steel."" The most iconic actor portraying Superman was Christopher Reeve. Reeve starred in four movies during the late 1970s and 80s.
 
In the 1978 movie classic Superman, Reeve was cast as the legendary American hero based largely on his physical attributes, although he was an accomplished actor. Reeve had the classic Superman look. He was 6'4"" tall, weighed 215 lbs., with a square jaw, and other manly features that made him perfect for the role. The film won critical acclaim, and multiple awards, including a ""Special Achievement Award for Visual Effects."" One of the selling points for the movie was that the special effects were so good that audience would believe that a man can fly after seeing this film.
Reeve went on to star in three sequels to the original movie, and had a very solid acting career in several movies after that. Tragically, Reeve and his family were hit with a devastating blow on May 27, 1995. Reeve was riding his horse through a steeplechase course jumping over obstacles. His horse suddenly stopped, throwing Reeve to the ground. Reeve suffered shattered vertebrae, and instantly lost the use of his arms and legs.
Reeve refused to give up. He spent the rest of his years advocating for spinal cord injury advancement in treatment and technology. He used his celebrity status to help the cause, but sadly, Reeve died at the age of 52 in 2004 due to complications from his injuries. He will always be remembered to his fans as the Man of Steel though.","B2"
"The Fourth of July is the United States' celebration of its independence from England. It is the day when the Declaration of Independence was adopted by the new country's forefathers, and is a national holiday. It has been celebrated every year since 1776. Americans hold this day as one of the most revered holidays in the country.
 
Independence Day celebrations include firework shows that are held by various organizations throughout the country. The shows are held at stadiums, recreational parks, and private homes. Additionally, many businesses have giveaways and special discounts for all residents on this day. The firework shows are best at stadiums, where they attract a large number of people. This is a recent change in the way Americans celebrate the day. In the past, most people bought their own fireworks from vendors who sell their goods in supermarket parking lots.
The reason many cities no longer allow the sales, or use of fireworks is because of the fire hazards they pose. This is why the large, professional celebrations stadiums and parks have become popular in recent years. Of course, many people still celebrate at home though. There are some cities where sales and use of fireworks are still legal, and many Americans take full advantage of this.
Another Fourth of July tradition is the backyard barbeque. The holiday occurs in the middle of summer, and Americans love to grill outdoors to avoid the heat inside the house. Hamburgers and hot dogs are the food of choice, but steaks are also prepared often. There is nothing better than a great American meal and a cold drink celebrating the Fourth of July. It is a popular holiday, and it is one that has great meaning to most Americans.","B2"
"Sam squinted against the sun at the distant dust trail raked up by the car on its way up to the Big House. The horses kicked and flicked their tails at flies, not caring about their owner's first visit in ten months. Sam waited. Mr Carter didn't come out here unless he had to, which was just fine by Sam. The more he kept out of his boss's way, the longer he'd have a job.
Carter came by later while Sam was chopping wood. Carter lifted his hat as if he were waiting for an appointment with the town priest, and then removed it completely as if he were talking to his mother. He pulled out a pile of paper from his back pocket and held it out.
'Don't pick up your mail often, do you?'
Sam took it without a glance and dropped the envelopes onto the bench.
'Never,' he replied and waited for Carter to say why he was here. The fact it was Carter's house was no explanation and they both knew it. Carter twisted his hat round and round, licking his lips and clearing his throat.
'Nice work fixing those fences,' he said finally.
'I'll be back to the beginning soon,' Sam said. It wasn't a complaint. A fence that took a year to repair meant another year's work to the man who did it well.
'Don't you ever want to take a holiday?'
'And go where?' A holiday meant being back out in the real world, a place even people like Carter travelled to escape from. Sam's escape was his reality and he wasn't going back.
Mr Carter wiped the sweat from the back of his neck. The damp patches on his shirt drew together like shapes in an atlas. His skin was already turning ruddy in the June sun. Otherwise he had the indoor tan of a man that made money while other people did the work.
'I've brought my son with me on this trip. He's had some trouble at school.' Mr Carter's eyes flicked up, blinked rapidly and then shifted back to the hat occupying his hands. 'Not much trouble out here for a young boy.' He attempted a laugh but it came out like a dog's bark.
The two men looked towards the northern end of the property. It stretched as far as the eye could see. Even the fences were barely visible from where they stood. However bored and rebellious a teenage boy might get, it wasn't possible to escape on foot. Sam looked at the biggest of the horses, kicking at the ground with its heavy hooves. Could the boy ride? he wondered. There was a whole load of trouble a good rider could get into out here, miles away from anyone. But maybe there was even more trouble for someone who knew nothing about horses and wanted to get away from his father.","B2"
"We each spend an average of three years of our lives sitting on them, King George II of Great Britain died while on his in 1760 and 2.5 billion people still do not have access to one.
The humble lavatory is the unlikely subject of global celebration on Monday, as one of the world's most essential inventions but one that too many people still struggle without.
Although many of us tend to take ours for granted, campaigners hope that World Toilet Day 2012 will draw attention to what they 're calling the global sanitation crisis, with over a third of people worldwide living without a clean and private place to go.
This means that one in three people still have to defecate in the open, using fields or bushes, rivers, railway lines or roadsides, or simply a plastic bag. Others use unsanitary latrines or disease-ridden and foul-smelling buckets.
The majority of those without access to a toilet live in sub-Saharan Africa or Asia, with over half of people in Asia not having proper sanitation, according to the UK-based charity, WaterAid.
Ajara lives in a slum in the city of Gwalior in the Madhya Pradesh province of India. She told WaterAid how people in her community have to defecate on a nearby hilltop.
 There are no trees and privacy at the moment and so we have to wait until night to go there. It's difficult for old people to go and it's hard to go at night. It's also hard for grown-up girls because of the risk of sexual attack, Ajara said.
This World Toilet Day, international aid agencies are highlighting the particular risks to women of poor access to toilets. WaterAid says women are most vulnerable because they 're not only exposed to disease, but also have additional shame, harassment and risk of attack when they go out in the open.
Sandimhia Renato in Mozambique described to WaterAid how she has to cross a very dangerous bridge every time she goes to the bush to defecate.
 I think it takes 15 minutes to get to the bridge, Renato says. I come here once a day, between 4 and 5 pm. At night it is very dangerous. People get killed. A woman and a boy were killed with knives. One woman I know of has been raped. 
But it's not just the shame and inconvenience of having no private place to go to the toilet, but a huge public health issue.
When you consider that one gram of faeces can contain 10 million viruses, one million bacteria, one thousand parasite cysts and one hundred worm eggs -LRB- according to UNICEF -RRB- you can see why open defecation is so harmful to a community's health. Without a sewerage system to remove human waste and make it safe, cholera, typhoid and other infectious diseases spread quickly.
The United Nations says more than 2.7 million people die each year due to lack of sanitation. With diarrhoeal diseases killing more young children in developing countries than HIV/AIDS, malaria and measles put together, it's the second biggest cause of death in under fives, according to the World Health Organization.
Tackling it, says the World Bank's Water and Sanitation Program, is extremely cost effective. It estimates that poor sanitation costs African countries around $5.5 billion a year and $53.8 billion in India is lost through associated economic impacts.
The program's study of 18 African countries found that even the time it takes people to find a discrete location to use the toilet accounted for almost $500 million in economic losses. That's before you examine the cost of healthcare, premature deaths and lost workdays due to illness.
In fact, according to the World Toilet Day organization, every dollar invested in sanitation yields a return of five dollars. Its message is that the solution to the global sanitation crisis lies not in any miraculous technological breakthroughs but in stronger political leadership and a commitment to invest in sanitation infrastructure and education.
Mahatma Gandhi for one seemed to recognized the value of the toilet to humanity when he said Sanitation is more important than independence. Campaigners for World Toilet Day will be hoping that these words resonate with today's leaders.
","C1"
